Season,Weathersit,Temp,Atemp,Hum,Windspeed,Count,Cluster_Label
1,3,0.34,0.3485,0.0,0.0896,27,0
1,2,0.34,0.3485,1.0,0.0896,6,0
1,3,0.34,0.3485,1.0,0.1045,8,0
1,3,0.34,0.3485,1.0,0.1045,5,0
1,2,0.32,0.3333,0.93,0.0896,2,0
1,1,0.3,0.2879,0.81,0.2239,7,0
1,1,0.26,0.2424,0.81,0.2836,32,0
1,1,0.26,0.2576,0.7,0.194,114,0
1,1,0.28,0.2727,0.7,0.2537,259,3
1,2,0.3,0.2879,0.61,0.2836,156,3
1,2,0.32,0.303,0.57,0.2985,78,0
1,2,0.32,0.303,0.57,0.2985,81,0
1,2,0.34,0.3182,0.53,0.2537,111,0
1,1,0.36,0.3333,0.53,0.2537,107,0
1,2,0.36,0.3333,0.5,0.3582,89,0
1,2,0.34,0.3182,0.53,0.2537,85,0
1,2,0.34,0.303,0.49,0.2985,113,0
1,1,0.34,0.3182,0.49,0.2239,223,3
1,1,0.32,0.303,0.49,0.3284,153,3
1,1,0.3,0.2727,0.56,0.3284,118,3
1,1,0.3,0.303,0.56,0.1642,76,0
1,2,0.3,0.2879,0.52,0.2537,53,0
1,1,0.3,0.303,0.52,0.1642,64,0
1,1,0.3,0.2879,0.52,0.2537,37,0
1,1,0.26,0.2727,0.6,0.1343,34,0
1,1,0.24,0.2273,0.65,0.194,18,0
1,1,0.24,0.2273,0.65,0.194,14,0
1,1,0.24,0.2273,0.65,0.2537,7,0
1,1,0.24,0.2273,0.65,0.2537,1,0
1,1,0.22,0.2273,0.69,0.194,2,0
1,1,0.22,0.2121,0.75,0.2537,4,0
1,1,0.24,0.2273,0.7,0.194,23,0
1,1,0.26,0.2576,0.65,0.1642,53,0
1,1,0.28,0.2879,0.65,0.1045,101,0
1,1,0.32,0.303,0.66,0.2239,99,0
1,1,0.34,0.303,0.49,0.3284,119,3
1,1,0.34,0.3182,0.53,0.2836,158,3
1,1,0.36,0.3333,0.51,0.3582,157,3
1,1,0.4,0.4091,0.5,0.4478,166,3
1,1,0.42,0.4242,0.44,0.4925,182,3
1,1,0.46,0.4545,0.41,0.4478,244,3
1,1,0.46,0.4545,0.44,0.3284,213,3
1,1,0.42,0.4242,0.54,0.1642,145,3
1,1,0.42,0.4242,0.54,0.0896,112,0
1,1,0.4,0.4091,0.58,0.1045,86,0
1,1,0.38,0.3939,0.62,0.0,82,0
1,1,0.36,0.3788,0.71,0.0,63,0
1,1,0.38,0.3939,0.66,0.0896,49,0
1,1,0.38,0.3939,0.62,0.1045,38,0
1,1,0.36,0.3485,0.66,0.1343,33,0
1,1,0.34,0.3333,0.76,0.1343,23,0
1,1,0.34,0.3333,0.66,0.1642,13,0
1,1,0.36,0.3485,0.62,0.1343,3,0
1,1,0.34,0.3636,0.66,0.0,2,0
1,1,0.36,0.3485,0.62,0.194,10,0
1,1,0.4,0.4091,0.5,0.2985,34,0
1,1,0.4,0.4091,0.5,0.4179,44,0
1,1,0.42,0.4242,0.47,0.2537,122,3
1,1,0.44,0.4394,0.41,0.4179,181,3
1,1,0.46,0.4545,0.38,0.3881,194,3
1,1,0.46,0.4545,0.38,0.3881,221,3
1,1,0.46,0.4545,0.41,0.2985,250,3
1,1,0.48,0.4697,0.39,0.3284,304,2
1,1,0.46,0.4545,0.41,0.3881,256,3
1,1,0.44,0.4394,0.41,0.3582,241,3
1,1,0.4,0.4091,0.43,0.3582,147,3
1,1,0.36,0.3333,0.5,0.3582,101,0
1,1,0.32,0.303,0.57,0.2985,77,0
1,1,0.3,0.2879,0.56,0.2537,58,0
1,1,0.3,0.2727,0.56,0.3284,37,0
1,1,0.26,0.2576,0.65,0.2239,28,0
1,1,0.26,0.2727,0.65,0.1045,11,0
1,1,0.26,0.2879,0.65,0.0896,1,0
1,1,0.26,0.2879,0.65,0.0896,1,0
1,1,0.26,0.2727,0.65,0.1343,3,0
1,1,0.24,0.2424,0.7,0.1343,8,0
1,1,0.26,0.2727,0.65,0.1343,28,0
1,2,0.28,0.3182,0.61,0.0,88,0
1,2,0.3,0.303,0.56,0.1343,241,3
1,1,0.32,0.303,0.53,0.3284,140,3
1,1,0.34,0.3182,0.42,0.2537,84,0
1,1,0.36,0.3333,0.4,0.2537,71,0
1,1,0.38,0.3939,0.37,0.0,94,0
1,1,0.38,0.3939,0.36,0.3284,75,0
1,2,0.38,0.3939,0.34,0.0,79,0
1,1,0.38,0.3939,0.37,0.1642,101,0
1,1,0.4,0.4091,0.35,0.1045,107,0
1,1,0.38,0.3939,0.4,0.194,271,3
1,1,0.36,0.3636,0.4,0.1045,235,3
1,1,0.36,0.3485,0.43,0.1343,150,3
1,1,0.34,0.3182,0.46,0.2239,129,3
1,1,0.34,0.3333,0.46,0.1343,63,0
1,1,0.32,0.3333,0.49,0.1045,47,0
1,1,0.32,0.3485,0.53,0.0,19,0
1,1,0.32,0.3485,0.53,0.0,14,0
1,1,0.3,0.303,0.62,0.0896,10,0
1,1,0.3,0.303,0.62,0.0896,3,0
1,1,0.24,0.2576,0.75,0.0896,2,0
1,1,0.24,0.2273,0.75,0.194,11,0
1,1,0.22,0.2273,0.8,0.194,35,0
1,1,0.24,0.2424,0.75,0.1642,119,3
1,1,0.26,0.2879,0.7,0.0896,282,3
1,2,0.3,0.3333,0.7,0.0,157,3
1,2,0.32,0.3182,0.66,0.194,78,0
1,2,0.34,0.3182,0.57,0.2239,78,0
1,2,0.36,0.3485,0.5,0.2239,102,0
1,2,0.36,0.3333,0.57,0.2836,97,0
1,2,0.38,0.3939,0.46,0.2985,88,0
1,2,0.38,0.3939,0.43,0.2836,90,0
1,2,0.38,0.3939,0.46,0.3284,114,0
1,2,0.36,0.3485,0.62,0.194,217,3
1,2,0.36,0.3333,0.62,0.2985,225,3
1,2,0.34,0.3182,0.71,0.2836,152,3
1,2,0.34,0.3182,0.71,0.2836,88,0
1,3,0.32,0.3333,0.81,0.1045,55,0
1,2,0.32,0.3182,0.87,0.1642,21,0
1,2,0.32,0.3182,0.87,0.1642,18,0
1,3,0.3,0.2879,0.93,0.2537,8,0
1,3,0.3,0.2727,1.0,0.2985,3,0
1,2,0.28,0.2727,1.0,0.2239,3,0
1,2,0.3,0.303,0.93,0.1642,1,0
1,2,0.3,0.3182,0.93,0.1045,3,0
1,2,0.3,0.3182,0.93,0.1045,31,0
1,2,0.3,0.2879,0.93,0.194,111,0
1,2,0.32,0.3182,0.93,0.0,253,3
1,2,0.32,0.3333,0.93,0.1343,154,3
1,2,0.36,0.3485,0.81,0.1642,68,0
1,2,0.36,0.3485,0.81,0.1343,75,0
1,2,0.4,0.4091,0.71,0.1045,88,0
1,2,0.4,0.4091,0.76,0.1343,99,0
1,2,0.4,0.4091,0.76,0.2239,100,0
1,2,0.4,0.4091,0.76,0.2537,101,0
1,2,0.4,0.4091,0.76,0.1642,151,3
1,2,0.44,0.4394,0.54,0.2985,253,3
1,2,0.44,0.4394,0.54,0.2239,237,3
1,2,0.44,0.4394,0.51,0.3284,168,3
1,2,0.42,0.4242,0.54,0.2985,121,3
1,2,0.42,0.4242,0.58,0.2836,78,0
1,2,0.4,0.4091,0.62,0.3881,59,0
1,1,0.4,0.4091,0.65,0.194,27,0
1,1,0.38,0.3939,0.66,0.2537,23,0
1,1,0.36,0.3485,0.71,0.2239,12,0
1,1,0.34,0.303,0.71,0.2985,8,0
1,1,0.34,0.3333,0.66,0.1642,2,0
1,1,0.34,0.3333,0.71,0.194,3,0
1,1,0.32,0.3333,0.76,0.1045,13,0
1,1,0.32,0.3182,0.76,0.194,51,0
1,1,0.32,0.3333,0.76,0.1343,140,3
1,1,0.36,0.3485,0.66,0.1343,299,2
1,1,0.4,0.4091,0.62,0.2537,185,3
1,1,0.44,0.4394,0.54,0.3284,78,0
1,1,0.44,0.4394,0.54,0.2836,86,0
1,1,0.5,0.4848,0.45,0.2239,105,0
1,2,0.52,0.5,0.42,0.0896,111,0
1,1,0.5,0.4848,0.45,0.1045,119,3
1,1,0.52,0.5,0.42,0.2537,125,3
1,1,0.5,0.4848,0.48,0.2836,142,3
1,1,0.5,0.4848,0.42,0.194,313,2
1,2,0.46,0.4545,0.59,0.1642,310,2
1,1,0.44,0.4394,0.58,0.194,207,3
1,1,0.42,0.4242,0.67,0.2239,137,3
1,1,0.42,0.4242,0.62,0.2239,138,3
1,1,0.4,0.4091,0.66,0.2239,87,0
1,1,0.42,0.4242,0.62,0.2836,50,0
1,1,0.42,0.4242,0.58,0.2836,29,0
1,1,0.4,0.4091,0.62,0.2537,16,0
1,1,0.4,0.4091,0.62,0.194,14,0
1,1,0.36,0.3485,0.71,0.194,5,0
1,1,0.38,0.3939,0.66,0.1642,10,0
1,1,0.4,0.4091,0.66,0.194,36,0
1,1,0.4,0.4091,0.66,0.194,123,3
1,1,0.42,0.4242,0.67,0.2537,280,3
1,1,0.46,0.4545,0.63,0.2239,210,3
1,1,0.52,0.5,0.53,0.2836,117,0
1,1,0.54,0.5152,0.52,0.2836,159,3
1,2,0.56,0.5303,0.49,0.3582,195,3
1,1,0.64,0.6212,0.41,0.2836,175,3
1,1,0.66,0.6212,0.39,0.2537,174,3
1,2,0.68,0.6364,0.39,0.3582,173,3
1,1,0.68,0.6364,0.39,0.2836,204,3
1,1,0.7,0.6364,0.37,0.3284,332,2
1,1,0.68,0.6364,0.39,0.1642,331,2
1,1,0.66,0.6212,0.44,0.1343,190,3
1,1,0.62,0.6212,0.46,0.1343,149,3
1,1,0.62,0.6212,0.46,0.1045,113,0
1,1,0.62,0.6212,0.5,0.1642,118,3
1,2,0.6,0.6212,0.53,0.2239,86,0
1,2,0.6,0.6212,0.53,0.2537,76,0
1,2,0.58,0.5455,0.46,0.3582,51,0
1,2,0.56,0.5303,0.43,0.2239,25,0
1,2,0.54,0.5152,0.39,0.3284,8,0
1,1,0.52,0.5,0.34,0.4179,3,0
1,1,0.52,0.5,0.34,0.4179,2,0
1,1,0.44,0.4394,0.44,0.4179,10,0
1,1,0.4,0.4091,0.5,0.3284,13,0
1,1,0.42,0.4242,0.47,0.4925,48,0
1,1,0.42,0.4242,0.44,0.4627,76,0
1,1,0.44,0.4394,0.38,0.4179,140,3
1,1,0.46,0.4545,0.36,0.4478,196,3
1,1,0.46,0.4545,0.33,0.4179,267,3
1,1,0.5,0.4848,0.34,0.4627,301,2
1,1,0.5,0.4848,0.31,0.4925,312,2
1,1,0.5,0.4848,0.29,0.4179,313,2
1,1,0.5,0.4848,0.31,0.3881,304,2
1,1,0.48,0.4697,0.31,0.3284,278,3
1,1,0.46,0.4545,0.31,0.3284,217,3
1,1,0.44,0.4394,0.33,0.2836,154,3
1,1,0.42,0.4242,0.35,0.2239,108,0
1,1,0.4,0.4091,0.37,0.2985,93,0
1,1,0.4,0.4091,0.37,0.3284,72,0
1,1,0.38,0.3939,0.4,0.2985,50,0
1,1,0.34,0.303,0.49,0.4179,40,0
1,1,0.32,0.2879,0.53,0.3582,24,0
1,1,0.3,0.2879,0.52,0.2836,30,0
1,1,0.28,0.2727,0.56,0.2537,12,0
1,1,0.26,0.2576,0.56,0.2239,3,0
1,1,0.26,0.2576,0.6,0.194,9,0
1,1,0.26,0.2576,0.6,0.2239,4,0
1,1,0.24,0.2273,0.6,0.2239,14,0
1,1,0.28,0.2727,0.56,0.1642,37,0
1,1,0.3,0.303,0.52,0.1343,78,0
1,2,0.32,0.3485,0.45,0.0,136,3
1,1,0.34,0.3485,0.39,0.1045,203,3
1,1,0.36,0.3636,0.4,0.1045,228,3
1,1,0.38,0.3939,0.34,0.0,203,3
1,1,0.4,0.4091,0.3,0.0,279,3
1,1,0.4,0.4091,0.32,0.0896,308,2
1,1,0.42,0.4242,0.32,0.0,224,3
1,1,0.4,0.4091,0.35,0.2836,226,3
1,1,0.38,0.3939,0.4,0.3582,156,3
1,1,0.36,0.3333,0.43,0.2836,79,0
1,1,0.36,0.3333,0.46,0.2836,67,0
1,2,0.34,0.3182,0.53,0.2836,49,0
1,2,0.34,0.303,0.53,0.3284,38,0
1,3,0.34,0.303,0.61,0.3881,24,0
2,3,0.34,0.303,0.66,0.3881,13,0
2,2,0.34,0.303,0.71,0.3881,7,0
2,2,0.34,0.303,0.71,0.3284,6,0
2,2,0.34,0.303,0.71,0.3284,1,0
2,1,0.32,0.303,0.81,0.2985,2,0
2,3,0.32,0.303,0.76,0.2537,32,0
2,3,0.3,0.2727,0.87,0.4179,18,0
2,2,0.3,0.2727,0.87,0.4179,98,0
2,2,0.34,0.303,0.81,0.3284,127,3
2,2,0.38,0.3939,0.76,0.3881,62,0
2,2,0.42,0.4242,0.71,0.2985,79,0
2,2,0.44,0.4394,0.77,0.2537,81,0
2,2,0.5,0.4848,0.63,0.2239,112,0
2,2,0.54,0.5152,0.64,0.2239,101,0
2,2,0.56,0.5303,0.6,0.2239,107,0
2,2,0.54,0.5152,0.64,0.2836,141,3
2,2,0.54,0.5152,0.64,0.2537,272,3
2,2,0.52,0.5,0.72,0.2239,276,3
2,1,0.58,0.5455,0.6,0.4179,221,3
2,1,0.56,0.5303,0.64,0.194,122,3
2,1,0.46,0.4545,0.94,0.194,91,0
2,1,0.46,0.4545,0.88,0.2239,78,0
2,1,0.46,0.4545,0.88,0.0896,30,0
2,1,0.46,0.4545,0.88,0.194,11,0
2,1,0.42,0.4242,1.0,0.1343,19,0
2,1,0.44,0.4394,0.94,0.0896,1,0
2,1,0.44,0.4394,0.82,0.2239,5,0
2,2,0.42,0.4242,0.82,0.1642,1,0
2,2,0.4,0.4091,0.87,0.1343,12,0
2,1,0.4,0.4091,0.87,0.2537,60,0
2,2,0.4,0.4091,0.76,0.1045,136,3
2,2,0.4,0.4091,0.58,0.2985,336,2
2,2,0.4,0.4091,0.58,0.4627,178,3
2,2,0.44,0.4394,0.54,0.2985,124,3
2,1,0.44,0.4394,0.51,0.3284,86,0
2,1,0.46,0.4545,0.47,0.2537,121,3
2,1,0.5,0.4848,0.45,0.2239,106,0
2,1,0.5,0.4848,0.42,0.3284,101,0
2,1,0.5,0.4848,0.42,0.2239,134,3
2,1,0.5,0.4848,0.42,0.1045,165,3
2,1,0.5,0.4848,0.42,0.1045,307,2
2,1,0.48,0.4697,0.44,0.0896,312,2
2,2,0.44,0.4394,0.54,0.2537,164,3
2,2,0.44,0.4394,0.54,0.3582,135,3
2,2,0.42,0.4242,0.54,0.2836,87,0
2,2,0.4,0.4091,0.58,0.2537,70,0
2,2,0.4,0.4091,0.58,0.2537,32,0
2,3,0.36,0.3485,0.71,0.2239,11,0
2,3,0.34,0.3182,0.76,0.2239,7,0
2,3,0.34,0.3182,0.76,0.2239,2,0
2,2,0.34,0.3182,0.76,0.2537,3,0
2,3,0.32,0.3182,0.87,0.194,10,0
2,2,0.34,0.3182,0.87,0.2537,44,0
2,2,0.32,0.303,0.93,0.2239,118,3
2,2,0.32,0.3182,0.87,0.194,261,3
2,2,0.32,0.303,0.81,0.2537,182,3
2,2,0.34,0.3182,0.81,0.2836,75,0
2,2,0.34,0.3333,0.87,0.194,71,0
2,2,0.34,0.3182,0.87,0.2239,87,0
2,3,0.34,0.3333,0.87,0.1343,108,0
2,2,0.36,0.3636,0.87,0.1045,84,0
2,2,0.38,0.3939,0.82,0.2239,85,0
2,2,0.4,0.4091,0.76,0.2239,136,3
2,2,0.4,0.4091,0.76,0.2239,273,3
2,3,0.38,0.3939,0.82,0.2537,238,3
2,3,0.38,0.3939,0.82,0.2537,159,3
2,3,0.36,0.303,0.87,0.6418,75,0
2,3,0.32,0.2879,1.0,0.4179,22,0
2,2,0.32,0.3182,0.93,0.1642,44,0
2,3,0.32,0.3333,0.9,0.0,26,0
2,2,0.32,0.303,0.93,0.2239,11,0
2,2,0.3,0.2879,1.0,0.2239,3,0
2,2,0.3,0.2879,1.0,0.2537,6,0
2,2,0.28,0.2727,1.0,0.194,1,0
2,2,0.28,0.2727,1.0,0.194,1,0
2,2,0.28,0.2727,0.93,0.2239,9,0
2,2,0.28,0.2727,0.93,0.2239,41,0
2,3,0.26,0.2576,1.0,0.2239,108,0
2,3,0.26,0.2273,1.0,0.2985,124,3
2,2,0.26,0.2576,0.93,0.2239,97,0
2,2,0.26,0.2273,0.93,0.3284,65,0
2,2,0.3,0.2727,0.81,0.2985,71,0
2,2,0.3,0.2727,0.7,0.3284,94,0
2,2,0.32,0.303,0.7,0.2239,101,0
2,2,0.3,0.303,0.7,0.1343,83,0
2,2,0.3,0.2879,0.7,0.2537,90,0
2,2,0.3,0.2879,0.65,0.2239,84,0
2,2,0.3,0.2879,0.7,0.2239,233,3
2,2,0.3,0.2727,0.61,0.2985,214,3
2,1,0.3,0.2727,0.56,0.3881,138,3
2,1,0.28,0.2576,0.61,0.2836,118,3
2,1,0.26,0.2576,0.65,0.2239,78,0
2,1,0.26,0.2576,0.65,0.1642,62,0
2,1,0.24,0.2273,0.65,0.194,33,0
2,1,0.24,0.2273,0.6,0.194,18,0
2,1,0.2,0.2121,0.69,0.1642,5,0
2,1,0.2,0.197,0.69,0.2239,5,0
2,1,0.2,0.2273,0.69,0.1045,2,0
2,1,0.18,0.2121,0.74,0.1045,5,0
2,1,0.18,0.197,0.74,0.1642,9,0
2,1,0.18,0.1818,0.74,0.2239,32,0
2,1,0.2,0.1818,0.59,0.3582,104,0
2,1,0.22,0.2121,0.51,0.2836,237,3
2,1,0.24,0.2121,0.48,0.2985,166,3
2,1,0.26,0.2576,0.48,0.0,68,0
2,1,0.3,0.2879,0.45,0.2836,75,0
2,1,0.32,0.303,0.42,0.2537,145,3
2,1,0.32,0.3182,0.39,0.194,138,3
2,1,0.36,0.3333,0.32,0.3284,133,3
2,2,0.34,0.3182,0.36,0.2537,122,3
2,2,0.34,0.303,0.34,0.2985,150,3
2,2,0.32,0.2879,0.36,0.3582,225,3
2,1,0.3,0.2879,0.39,0.2537,198,3
2,2,0.3,0.2879,0.36,0.2836,135,3
2,2,0.3,0.303,0.39,0.1343,81,0
2,2,0.3,0.303,0.39,0.1642,75,0
2,2,0.28,0.2576,0.38,0.3284,43,0
2,2,0.26,0.2424,0.38,0.2836,39,0
2,2,0.26,0.2424,0.38,0.2836,28,0
2,1,0.26,0.2273,0.38,0.2985,27,0
2,1,0.22,0.2121,0.44,0.2239,25,0
2,1,0.2,0.197,0.47,0.194,9,0
2,1,0.22,0.2121,0.44,0.2239,6,0
2,1,0.2,0.197,0.51,0.194,8,0
2,1,0.18,0.1818,0.55,0.194,10,0
2,1,0.2,0.197,0.51,0.194,41,0
2,1,0.22,0.2273,0.44,0.1343,66,0
2,1,0.24,0.2424,0.41,0.1343,100,0
2,1,0.26,0.2576,0.41,0.1642,125,3
2,1,0.28,0.2727,0.38,0.1642,168,3
2,1,0.3,0.2879,0.36,0.194,227,3
2,1,0.32,0.303,0.33,0.2239,239,3
2,1,0.34,0.3182,0.29,0.2239,216,3
2,1,0.34,0.3333,0.29,0.194,219,3
2,1,0.34,0.3333,0.23,0.194,248,3
2,1,0.32,0.303,0.24,0.2239,203,3
2,2,0.32,0.3182,0.21,0.1642,153,3
2,2,0.28,0.2727,0.45,0.2537,138,3
2,2,0.28,0.2727,0.45,0.2537,85,0
2,2,0.26,0.2576,0.44,0.194,51,0
2,2,0.28,0.2727,0.41,0.2239,63,0
2,2,0.26,0.2424,0.44,0.2836,41,0
2,2,0.26,0.2576,0.41,0.1642,31,0
2,2,0.24,0.2273,0.52,0.194,20,0
2,3,0.22,0.2273,0.55,0.194,21,0
2,3,0.2,0.197,0.69,0.2239,14,0
2,3,0.18,0.197,0.74,0.1642,6,0
2,3,0.16,0.1818,0.86,0.1343,2,0
2,3,0.16,0.1667,0.86,0.1642,7,0
2,1,0.2,0.197,0.69,0.2239,14,0
2,1,0.22,0.2273,0.55,0.1343,54,0
2,2,0.22,0.2121,0.55,0.2239,86,0
2,2,0.24,0.2424,0.48,0.1642,108,0
2,2,0.26,0.2576,0.44,0.2239,163,3
2,1,0.3,0.2879,0.39,0.2239,147,3
2,1,0.32,0.3182,0.36,0.1642,164,3
2,1,0.32,0.303,0.36,0.2836,172,3
2,1,0.34,0.3333,0.34,0.0,143,3
2,1,0.32,0.303,0.31,0.2537,159,3
2,1,0.3,0.2879,0.33,0.194,137,3
2,1,0.3,0.2879,0.31,0.2239,103,0
2,1,0.28,0.2727,0.36,0.1642,57,0
2,1,0.26,0.2576,0.41,0.1642,36,0
2,1,0.26,0.2576,0.41,0.1642,30,0
2,1,0.26,0.2576,0.44,0.194,19,0
2,1,0.22,0.2273,0.55,0.194,12,0
2,1,0.22,0.2273,0.44,0.194,6,0
2,1,0.22,0.2273,0.44,0.1642,5,0
2,1,0.22,0.2273,0.44,0.1642,2,0
2,1,0.18,0.1818,0.43,0.194,8,0
2,1,0.18,0.1667,0.34,0.2836,40,0
2,1,0.2,0.1818,0.32,0.3284,110,0
2,1,0.2,0.197,0.34,0.2239,254,3
2,2,0.22,0.2121,0.32,0.2239,121,3
2,1,0.24,0.2273,0.3,0.194,69,0
2,2,0.26,0.2424,0.3,0.2836,57,0
2,2,0.26,0.2727,0.25,0.0,79,0
2,2,0.3,0.2879,0.24,0.2239,83,0
2,1,0.32,0.303,0.22,0.2239,80,0
2,1,0.32,0.303,0.24,0.2836,72,0
2,1,0.34,0.3182,0.23,0.2239,132,3
2,1,0.34,0.303,0.23,0.2985,252,3
2,1,0.32,0.303,0.21,0.2836,241,3
2,1,0.3,0.303,0.22,0.1343,173,3
2,1,0.32,0.3333,0.22,0.1045,112,0
2,1,0.32,0.3333,0.21,0.1343,61,0
2,1,0.3,0.2879,0.22,0.2239,40,0
2,1,0.28,0.2576,0.24,0.2985,19,0
2,1,0.26,0.2273,0.28,0.3284,16,0
2,1,0.24,0.2121,0.32,0.2985,4,0
2,1,0.24,0.2121,0.32,0.2985,3,0
2,1,0.24,0.2121,0.32,0.2985,3,0
2,1,0.2,0.2121,0.44,0.1642,2,0
2,1,0.22,0.2121,0.37,0.2537,8,0
2,1,0.22,0.2121,0.41,0.2985,50,0
2,1,0.22,0.197,0.41,0.3582,133,3
2,1,0.24,0.2121,0.35,0.3582,287,2
2,1,0.28,0.2576,0.28,0.3881,172,3
2,1,0.3,0.2727,0.24,0.2985,59,0
2,2,0.34,0.303,0.25,0.3881,81,0
2,1,0.34,0.3333,0.25,0.1642,106,0
2,1,0.34,0.303,0.25,0.2985,104,0
2,1,0.36,0.3333,0.25,0.2537,86,0
2,1,0.38,0.3939,0.25,0.2239,87,0
2,1,0.38,0.3939,0.22,0.1642,136,3
2,1,0.4,0.4091,0.2,0.1343,299,2
2,1,0.36,0.3636,0.21,0.0896,294,2
2,1,0.34,0.3333,0.23,0.194,190,3
2,1,0.36,0.3636,0.21,0.0896,132,3
2,1,0.34,0.3636,0.42,0.0,83,0
2,1,0.34,0.3636,0.49,0.0,55,0
2,2,0.32,0.3333,0.57,0.1045,35,0
2,2,0.32,0.3485,0.57,0.0,11,0
2,1,0.32,0.3485,0.39,0.0,10,0
2,2,0.32,0.3485,0.57,0.0,4,0
2,2,0.32,0.3485,0.49,0.0,4,0
2,2,0.32,0.3485,0.57,0.0,1,0
2,2,0.3,0.2879,0.56,0.194,7,0
2,2,0.3,0.303,0.49,0.1343,48,0
2,2,0.32,0.3333,0.45,0.1045,136,3
2,2,0.32,0.3182,0.49,0.1642,263,3
2,2,0.32,0.303,0.45,0.2239,154,3
2,2,0.34,0.3182,0.46,0.2239,64,0
2,2,0.34,0.3182,0.46,0.2537,90,0
2,2,0.34,0.3333,0.46,0.1642,80,0
2,2,0.36,0.3485,0.46,0.2239,98,0
2,2,0.36,0.3333,0.46,0.2985,80,0
2,3,0.28,0.2576,0.81,0.2985,70,0
2,3,0.28,0.2727,0.87,0.2537,36,0
2,3,0.26,0.2727,0.93,0.1045,116,0
2,2,0.26,0.2576,0.93,0.2239,85,0
2,2,0.26,0.2576,0.93,0.2239,72,0
2,3,0.24,0.2121,0.93,0.2985,44,0
2,2,0.24,0.2273,0.93,0.2537,27,0
2,3,0.24,0.2273,0.93,0.2239,24,0
2,3,0.24,0.2121,0.93,0.2836,12,0
2,3,0.24,0.2273,0.93,0.2239,3,0
2,3,0.24,0.2273,0.93,0.194,5,0
2,3,0.24,0.2273,0.93,0.194,5,0
2,3,0.24,0.2273,0.93,0.2239,1,0
2,3,0.24,0.2273,0.93,0.2537,2,0
2,3,0.24,0.2273,0.93,0.2239,8,0
2,3,0.24,0.2121,0.93,0.2985,36,0
2,3,0.24,0.2273,0.93,0.2537,92,0
2,2,0.24,0.2273,1.0,0.2537,192,3
2,3,0.26,0.2424,0.93,0.2537,132,3
2,3,0.26,0.2424,0.93,0.2537,69,0
2,3,0.28,0.2727,0.93,0.194,58,0
2,3,0.28,0.2727,0.93,0.194,90,0
2,3,0.3,0.303,0.87,0.1343,68,0
2,3,0.3,0.303,0.87,0.1343,76,0
2,3,0.3,0.2727,0.87,0.2985,65,0
2,2,0.3,0.2879,0.87,0.2537,85,0
2,2,0.3,0.2879,0.87,0.2537,168,3
2,2,0.3,0.303,0.87,0.1343,177,3
2,2,0.3,0.303,0.87,0.1343,130,3
2,3,0.28,0.2576,0.93,0.2836,85,0
2,2,0.28,0.2727,0.93,0.1642,60,0
2,3,0.28,0.2727,0.93,0.2537,51,0
2,3,0.26,0.2576,1.0,0.1642,27,0
2,3,0.26,0.2576,1.0,0.1642,6,0
2,3,0.26,0.2576,1.0,0.1642,4,0
2,3,0.26,0.2576,0.93,0.194,7,0
2,2,0.24,0.2273,0.93,0.2537,4,0
2,2,0.24,0.2273,0.93,0.2537,3,0
2,3,0.24,0.2273,0.93,0.2239,12,0
2,3,0.24,0.2273,0.93,0.2239,28,0
2,3,0.24,0.2424,0.93,0.0,95,0
2,2,0.26,0.2424,0.87,0.2537,206,3
2,1,0.32,0.2879,0.7,0.3582,173,3
2,1,0.32,0.303,0.66,0.2836,75,0
2,1,0.32,0.2879,0.61,0.3582,89,0
2,1,0.34,0.303,0.53,0.3582,95,0
2,1,0.36,0.3333,0.5,0.3582,110,0
2,2,0.36,0.3333,0.46,0.3582,87,0
2,1,0.34,0.303,0.46,0.4179,111,0
2,1,0.34,0.303,0.46,0.4179,167,3
2,1,0.34,0.303,0.46,0.3284,281,3
2,1,0.34,0.303,0.46,0.3284,241,3
2,1,0.34,0.303,0.49,0.3284,136,3
2,1,0.32,0.3182,0.53,0.194,77,0
2,1,0.32,0.3333,0.53,0.1343,93,0
2,1,0.3,0.303,0.56,0.1642,74,0
2,1,0.3,0.3182,0.61,0.0896,53,0
2,2,0.3,0.3333,0.61,0.0,32,0
2,1,0.26,0.2727,0.65,0.1343,32,0
2,1,0.24,0.2424,0.75,0.1343,21,0
2,1,0.24,0.2424,0.7,0.1642,9,0
2,1,0.24,0.2424,0.7,0.1642,5,0
2,2,0.24,0.2424,0.75,0.1642,5,0
2,1,0.26,0.2727,0.7,0.1045,12,0
2,2,0.26,0.2727,0.7,0.1045,18,0
2,1,0.3,0.3182,0.7,0.1045,55,0
2,2,0.34,0.3485,0.66,0.1045,87,0
2,2,0.36,0.3485,0.57,0.1642,154,3
2,2,0.4,0.4091,0.47,0.1642,198,3
2,3,0.32,0.3333,0.81,0.1343,184,3
2,1,0.34,0.3333,0.81,0.1343,137,3
2,3,0.32,0.303,0.76,0.3284,190,3
2,3,0.34,0.303,0.76,0.3881,136,3
2,1,0.38,0.3939,0.62,0.3284,196,3
2,1,0.38,0.3939,0.54,0.3582,184,3
2,1,0.38,0.3939,0.54,0.194,179,3
2,1,0.36,0.3333,0.53,0.3582,148,3
2,1,0.34,0.3182,0.53,0.2836,85,0
2,1,0.32,0.303,0.61,0.2537,77,0
2,1,0.32,0.303,0.61,0.2985,55,0
2,1,0.32,0.3182,0.61,0.1642,53,0
